"activityType" "subject" "averageOfVariable" "variableName"
"LAYING" "22" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "22" -0.236699285483182 "fBodyGyro-meanFreq()-Y"
"STANDING" "22" -0.142857751796829 "fBodyGyro-meanFreq()-Y"
"WALKING" "22" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "22" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "22" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "23" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "23" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "23" -0.0592724696043011 "fBodyGyro-meanFreq()-Y"
"WALKING" "23" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "23" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "23" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "24" -0.0975347609866142 "fBodyGyro-meanFreq()-Y"
"SITTING" "24" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "24" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "24" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "24" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "24" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "25" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "25" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "25" -0.349146931885306 "fBodyGyro-meanFreq()-Y"
"WALKING" "25" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "25" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "25" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "26" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "26" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "26" -0.0997774465610969 "fBodyGyro-meanFreq()-Y"
"WALKING" "26" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "26" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "26" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "27" -0.0189862452485906 "fBodyGyro-meanFreq()-Y"
"SITTING" "27" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "27" -0.181307490739744 "fBodyGyro-meanFreq()-Y"
"WALKING" "27" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "27" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "27" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "28" -0.270613215077225 "fBodyGyro-meanFreq()-Y"
"SITTING" "28" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "28" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "28" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "28" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "28" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "29" -0.253940049719767 "fBodyGyro-meanFreq()-Y"
"SITTING" "29" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "29" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "29" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "29" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "29" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "30" -0.361122796402089 "fBodyGyro-meanFreq()-Y"
"SITTING" "30" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "30" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "30" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "30" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "30" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "1" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "1" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "1" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "1" -0.0180063943472334 "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "1" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "1" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "2" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "2" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "2" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "2" 0.0513627291214901 "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "2" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "2" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "3" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "3" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "3" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "3" -0.0321862688221114 "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "3" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "3" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "4" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "4" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "4" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "4" -0.023592604357732 "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "4" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "4" 0.0995517018569106 "fBodyGyro-meanFreq()-Z"
"LAYING" "5" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "5" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "5" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "5" 0.0744028987918874 "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "5" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "5" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "6" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "6" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "6" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "6" 0.0389196627572034 "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "6" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "6" 0.265781058932584 "fBodyGyro-meanFreq()-Z"
"LAYING" "7" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "7" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "7" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "7" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "7" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "7" -0.0863412384825 "fBodyGyro-meanFreq()-Z"
"LAYING" "8" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "8" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "8" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "8" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "8" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "8" -0.0430258806635231 "fBodyGyro-meanFreq()-Z"
"LAYING" "9" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "9" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "9" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "9" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "9" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "9" -0.196153280691528 "fBodyGyro-meanFreq()-Z"
"LAYING" "10" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "10" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "10" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "10" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "10" -0.0723224360760684 "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "10" 0.0366931660383333 "fBodyGyro-meanFreq()-Z"
"LAYING" "11" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "11" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "11" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "11" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "11" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "11" -0.0810951668035443 "fBodyGyro-meanFreq()-Z"
"LAYING" "12" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "12" -0.0124011894201493 "fBodyGyro-meanFreq()-Z"
"STANDING" "12" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "12" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "12" -0.102634655530645 "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "12" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "13" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "13" -0.00505036969339144 "fBodyGyro-meanFreq()-Z"
"STANDING" "13" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "13" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "13" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "13" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "14" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "14" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "14" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "14" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "14" -0.266167266894672 "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "14" -0.0480449907531646 "fBodyGyro-meanFreq()-Z"
"LAYING" "15" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "15" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "15" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "15" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "15" -0.0579760577340244 "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "15" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "16" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "16" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "16" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "16" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "16" -0.0538946293731967 "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "16" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "17" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "17" -0.0471110402193125 "fBodyGyro-meanFreq()-Z"
"STANDING" "17" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "17" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "17" 0.0666974241166667 "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "17" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "18" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "18" -0.229835580015667 "fBodyGyro-meanFreq()-Z"
"STANDING" "18" -0.0764512199938024 "fBodyGyro-meanFreq()-Z"
"WALKING" "18" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "18" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "18" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "19" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "19" -0.0415013769106389 "fBodyGyro-meanFreq()-Z"
"STANDING" "19" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "19" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "19" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "19" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "20" -0.0451471448155128 "fBodyGyro-meanFreq()-Z"
"SITTING" "20" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "20" -0.211723505111616 "fBodyGyro-meanFreq()-Z"
"WALKING" "20" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "20" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "20" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "21" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "21" -0.0228851873218137 "fBodyGyro-meanFreq()-Z"
"STANDING" "21" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "21" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "21" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "21" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "22" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "22" -0.0496800786486869 "fBodyGyro-meanFreq()-Z"
"STANDING" "22" -0.0547695470686179 "fBodyGyro-meanFreq()-Z"
"WALKING" "22" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "22" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "22" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "23" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "23" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "23" -0.0229424899271505 "fBodyGyro-meanFreq()-Z"
"WALKING" "23" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "23" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "23" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "24" -0.0556407394121785 "fBodyGyro-meanFreq()-Z"
"SITTING" "24" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "24" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "24" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "24" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "24" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "25" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "25" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "25" -0.135139739853178 "fBodyGyro-meanFreq()-Z"
"WALKING" "25" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "25" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "25" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "26" NA "fBodyGyro-meanFreq()-Z"
"SITTING" "26" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "26" 0.00293652401732143 "fBodyGyro-meanFreq()-Z"
"WALKING" "26" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "26" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "26" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "27" -0.0197633805593792 "fBodyGyro-meanFreq()-Z"
"SITTING" "27" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "27" 0.0413609363371795 "fBodyGyro-meanFreq()-Z"
"WALKING" "27" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "27" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "27" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "28" -0.0896917400047906 "fBodyGyro-meanFreq()-Z"
"SITTING" "28" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "28" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "28" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "28" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "28" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "29" 0.0203516079320058 "fBodyGyro-meanFreq()-Z"
"SITTING" "29" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "29" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "29" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "29" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "29" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "30" -0.201705723987467 "fBodyGyro-meanFreq()-Z"
"SITTING" "30" NA "fBodyGyro-meanFreq()-Z"
"STANDING" "30" NA "fBodyGyro-meanFreq()-Z"
"WALKING" "30" NA "fBodyGyro-meanFreq()-Z"
"WALKING_DOWNSTAIRS" "30" NA "fBodyGyro-meanFreq()-Z"
"WALKING_UPSTAIRS" "30" NA "fBodyGyro-meanFreq()-Z"
"LAYING" "1" NA "fBodyAccMag-mean()"
"SITTING" "1" NA "fBodyAccMag-mean()"
"STANDING" "1" NA "fBodyAccMag-mean()"
"WALKING" "1" -0.478448523354179 "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "1" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "1" NA "fBodyAccMag-mean()"
"LAYING" "2" NA "fBodyAccMag-mean()"
"SITTING" "2" NA "fBodyAccMag-mean()"
"STANDING" "2" NA "fBodyAccMag-mean()"
"WALKING" "2" -0.514569861316887 "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "2" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "2" NA "fBodyAccMag-mean()"
"LAYING" "3" NA "fBodyAccMag-mean()"
"SITTING" "3" NA "fBodyAccMag-mean()"
"STANDING" "3" NA "fBodyAccMag-mean()"
"WALKING" "3" -0.579076453758064 "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "3" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "3" NA "fBodyAccMag-mean()"
"LAYING" "4" NA "fBodyAccMag-mean()"
"SITTING" "4" NA "fBodyAccMag-mean()"
"STANDING" "4" NA "fBodyAccMag-mean()"
"WALKING" "4" -0.668273665958763 "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "4" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "4" -0.497723469494309 "fBodyAccMag-mean()"
"LAYING" "5" NA "fBodyAccMag-mean()"
"SITTING" "5" NA "fBodyAccMag-mean()"
"STANDING" "5" NA "fBodyAccMag-mean()"
"WALKING" "5" -0.528503022745033 "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "5" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "5" NA "fBodyAccMag-mean()"
"LAYING" "6" NA "fBodyAccMag-mean()"
"SITTING" "6" NA "fBodyAccMag-mean()"
"STANDING" "6" NA "fBodyAccMag-mean()"
"WALKING" "6" -0.631495453982373 "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "6" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "6" -0.0562800368966292 "fBodyAccMag-mean()"
"LAYING" "7" NA "fBodyAccMag-mean()"
"SITTING" "7" NA "fBodyAccMag-mean()"
"STANDING" "7" NA "fBodyAccMag-mean()"
"WALKING" "7" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "7" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "7" -0.518323878824675 "fBodyAccMag-mean()"
"LAYING" "8" NA "fBodyAccMag-mean()"
"SITTING" "8" NA "fBodyAccMag-mean()"
"STANDING" "8" NA "fBodyAccMag-mean()"
"WALKING" "8" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "8" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "8" -0.512106792856939 "fBodyAccMag-mean()"
"LAYING" "9" NA "fBodyAccMag-mean()"
"SITTING" "9" NA "fBodyAccMag-mean()"
"STANDING" "9" NA "fBodyAccMag-mean()"
"WALKING" "9" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "9" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "9" -0.553186448295139 "fBodyAccMag-mean()"
"LAYING" "10" NA "fBodyAccMag-mean()"
"SITTING" "10" NA "fBodyAccMag-mean()"
"STANDING" "10" NA "fBodyAccMag-mean()"
"WALKING" "10" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "10" -0.407807233704274 "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "10" -0.951348618666667 "fBodyAccMag-mean()"
"LAYING" "11" NA "fBodyAccMag-mean()"
"SITTING" "11" NA "fBodyAccMag-mean()"
"STANDING" "11" NA "fBodyAccMag-mean()"
"WALKING" "11" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "11" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "11" -0.611528074359177 "fBodyAccMag-mean()"
"LAYING" "12" NA "fBodyAccMag-mean()"
"SITTING" "12" -0.47792395599403 "fBodyAccMag-mean()"
"STANDING" "12" NA "fBodyAccMag-mean()"
"WALKING" "12" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "12" -0.617897670354839 "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "12" NA "fBodyAccMag-mean()"
"LAYING" "13" NA "fBodyAccMag-mean()"
"SITTING" "13" -0.589928108599083 "fBodyAccMag-mean()"
"STANDING" "13" NA "fBodyAccMag-mean()"
"WALKING" "13" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "13" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "13" NA "fBodyAccMag-mean()"
"LAYING" "14" NA "fBodyAccMag-mean()"
"SITTING" "14" NA "fBodyAccMag-mean()"
"STANDING" "14" NA "fBodyAccMag-mean()"
"WALKING" "14" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "14" -0.33954605254918 "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "14" -0.958267383037975 "fBodyAccMag-mean()"
"LAYING" "15" NA "fBodyAccMag-mean()"
"SITTING" "15" NA "fBodyAccMag-mean()"
"STANDING" "15" NA "fBodyAccMag-mean()"
"WALKING" "15" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "15" -0.562948391223628 "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "15" NA "fBodyAccMag-mean()"
"LAYING" "16" NA "fBodyAccMag-mean()"
"SITTING" "16" NA "fBodyAccMag-mean()"
"STANDING" "16" NA "fBodyAccMag-mean()"
"WALKING" "16" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "16" -0.666962508246721 "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "16" NA "fBodyAccMag-mean()"
"LAYING" "17" NA "fBodyAccMag-mean()"
"SITTING" "17" -0.595908048050938 "fBodyAccMag-mean()"
"STANDING" "17" NA "fBodyAccMag-mean()"
"WALKING" "17" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "17" -0.981396533333333 "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "17" NA "fBodyAccMag-mean()"
"LAYING" "18" NA "fBodyAccMag-mean()"
"SITTING" "18" -0.97137329 "fBodyAccMag-mean()"
"STANDING" "18" -0.673154380637725 "fBodyAccMag-mean()"
"WALKING" "18" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "18" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "18" NA "fBodyAccMag-mean()"
"LAYING" "19" NA "fBodyAccMag-mean()"
"SITTING" "19" -0.556404444967972 "fBodyAccMag-mean()"
"STANDING" "19" NA "fBodyAccMag-mean()"
"WALKING" "19" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "19" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "19" NA "fBodyAccMag-mean()"
"LAYING" "20" -0.505493351425641 "fBodyAccMag-mean()"
"SITTING" "20" NA "fBodyAccMag-mean()"
"STANDING" "20" -0.603443252690404 "fBodyAccMag-mean()"
"WALKING" "20" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "20" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "20" NA "fBodyAccMag-mean()"
"LAYING" "21" NA "fBodyAccMag-mean()"
"SITTING" "21" -0.658664719514706 "fBodyAccMag-mean()"
"STANDING" "21" NA "fBodyAccMag-mean()"
"WALKING" "21" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "21" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "21" NA "fBodyAccMag-mean()"
"LAYING" "22" NA "fBodyAccMag-mean()"
"SITTING" "22" -0.657999241032323 "fBodyAccMag-mean()"
"STANDING" "22" -0.439651188565854 "fBodyAccMag-mean()"
"WALKING" "22" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "22" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "22" NA "fBodyAccMag-mean()"
"LAYING" "23" NA "fBodyAccMag-mean()"
"SITTING" "23" NA "fBodyAccMag-mean()"
"STANDING" "23" -0.529029284118011 "fBodyAccMag-mean()"
"WALKING" "23" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "23" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "23" NA "fBodyAccMag-mean()"
"LAYING" "24" -0.650121872273806 "fBodyAccMag-mean()"
"SITTING" "24" NA "fBodyAccMag-mean()"
"STANDING" "24" NA "fBodyAccMag-mean()"
"WALKING" "24" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "24" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "24" NA "fBodyAccMag-mean()"
"LAYING" "25" NA "fBodyAccMag-mean()"
"SITTING" "25" NA "fBodyAccMag-mean()"
"STANDING" "25" -0.69501971 "fBodyAccMag-mean()"
"WALKING" "25" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "25" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "25" NA "fBodyAccMag-mean()"
"LAYING" "26" NA "fBodyAccMag-mean()"
"SITTING" "26" NA "fBodyAccMag-mean()"
"STANDING" "26" -0.6317569828625 "fBodyAccMag-mean()"
"WALKING" "26" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "26" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "26" NA "fBodyAccMag-mean()"
"LAYING" "27" -0.585787631892617 "fBodyAccMag-mean()"
"SITTING" "27" NA "fBodyAccMag-mean()"
"STANDING" "27" -0.978168563846154 "fBodyAccMag-mean()"
"WALKING" "27" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "27" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "27" NA "fBodyAccMag-mean()"
"LAYING" "28" -0.628763247405236 "fBodyAccMag-mean()"
"SITTING" "28" NA "fBodyAccMag-mean()"
"STANDING" "28" NA "fBodyAccMag-mean()"
"WALKING" "28" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "28" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "28" NA "fBodyAccMag-mean()"
"LAYING" "29" -0.589294014734302 "fBodyAccMag-mean()"
"SITTING" "29" NA "fBodyAccMag-mean()"
"STANDING" "29" NA "fBodyAccMag-mean()"
"WALKING" "29" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "29" NA "fBodyAccMag-mean()"
"WALKING_UPSTAIRS" "29" NA "fBodyAccMag-mean()"
"LAYING" "30" -0.600372067046214 "fBodyAccMag-mean()"
"SITTING" "30" NA "fBodyAccMag-mean()"
"STANDING" "30" NA "fBodyAccMag-mean()"
"WALKING" "30" NA "fBodyAccMag-mean()"
"WALKING_DOWNSTAIRS" "30" NA "fBodyAccMag-mean()"
